Stoffcode;Stofflieferant;Herstellungsland;Lager;Bestellte Menge;Voraussichtliches Empfangsdatum;Status;Preiskat;Zusammensetzung;Gewicht;Eigenschaften;Katalog;Produkttyp;Stoffart;Stofffarbe;Saison;MTO
72SH3534;MILETA;;57.37 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;58% CO 42% MICRO TENCEL;126GR/ML;;-;Hemd;Check;;;
72SH3535;MILETA;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;TBC;100% CO;140GR/ML;;-;Hemd;Plain;;;
72SH3536;MILETA;;65.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;140GR/ML;;-;Hemd;Plain;;;
72SH3537;MILETA;;61 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;140GR/ML;;-;Hemd;Plain;;;
72SH3538;MILETA;;66 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;140GR/ML;;-;Hemd;Stripe;;;
72SH3539;MILETA;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;140GR/ML;;-;Hemd;Stripe;;;
72SH3540;MILETA;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;140GR/ML;;-;Hemd;Stripe;;;
72SH3541;MILETA;;81.44 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;180GR/ML;;-;Hemd;Plain;;;
72SH3542;MILETA;;52.71 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;180GR/ML;;-;Hemd;Plain;;;
72SH3543;MILETA;;48.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;180GR/ML;;-;Hemd;Plain;;;
72SH3544;MILETA;;65 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;180GR/ML;;-;Hemd;Plain;;;
73SH4016;COTONIFICIO;;39.46 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;78%CO 18%PA 4%EA;116 g/m2;;-;Hemd;Plain;;;NO
73SH4017;COTONIFICIO;;62.95 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;78%CO 18%PA 4%EA;116 g/m2;;-;Hemd;Plain;;;NO
73SH4018;COTONIFICIO;;66.68 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;78%CO 18%PA 4%EA;116 g/m2;;-;Hemd;Plain;;;NO
73SH4033;COTONIFICIO;;203.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;125 g/m2;;-;Hemd;Plain;;;
73SH4034;COTONIFICIO;;89.73 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;125 g/m2;;-;Hemd;Plain;;;
73SH4035;COTONIFICIO;;47.18 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;125 g/m2;;-;Hemd;Plain;;;
73SH4036;COTONIFICIO;;309.3 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;TBC;100% CO;;;-;Hemd;Plain;;;
73SH4037;COTONIFICIO;;12.02 m;240 m;10/03/2026;MTM SH QS;TBC;;;;-;Hemd;Plain;;;
73SH4565;COTONIFICIO;;44.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%LI;142 g/m2;;-;Hemd;Plain;;;
73SH4566;COTONIFICIO;;16.48 m;60 m;21/12/2025;MTM SH QS;PREMIUM;100%LI;142 g/m2;;-;Hemd;Plain;;;NO
73SH4567;COTONIFICIO;;59.65 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%LI;;;-;Hemd;Plain;;;NO
73SH4568;COTONIFICIO;;38.38 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%LI;142 g/m2;;-;Hemd;Plain;;;NO
73SH5011;COTONIFICIO;;131.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;78%CO 16%PA 6%EA;111 g/m2;;-;Hemd;Plain;;;
73SH5016;COTONIFICIO;;85.05 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;78%CO 16%PA 6%EA;111 g/m2;;-;Hemd;Plain;;;
73SH5038;COTONIFICIO;;63.87 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PARADISE;100% LI;;;-;Hemd;Stripe;;;
73SH5039;COTONIFICIO;;53.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% LI;180GR/ML;;-;Hemd;Stripe;;;
73SH5040;COTONIFICIO;;61.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100%LI;180GR/ML;;-;Hemd;Stripe;;;
73SH5041;COTONIFICIO;;61.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;125GR/ML;;-;Hemd;Plain;;;
73SH5042;COTONIFICIO;;45.4 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;125GR/ML;;-;Hemd;Plain;;;
73SH5043;COTONIFICIO;;58.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;78%CO 18%PA 4%EA;115GR/ML;;-;Hemd;Plain;;;
73SH5044;COTONIFICIO;;66 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;130GR/ML;;-;Hemd;Plain;;;
73SH5045;COTONIFICIO;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;130GR/ML;;-;Hemd;Plain;;;
73SH5046;COTONIFICIO;;65 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;130GR/ML;;-;Hemd;Plain;;;
73SH5047;COTONIFICIO;;59.25 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;130GR/ML;;-;Hemd;Plain;;;
73SH5048;COTONIFICIO;;65.05 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;194-204GR/ML;;-;Hemd;Stripe;;;
73SH5049;COTONIFICIO;;59.52 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;194-204GR/ML;;-;Hemd;Stripe;;;
73SH5050;COTONIFICIO;;77.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;130GR/ML;;-;Hemd;Plain;;;
73SH5052;COTONIFICIO;;66.6 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;179-189GR/ML;;-;Hemd;Plain;;;
73SH5053;COTONIFICIO;;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;194-204GR/ML;;-;Hemd;Stripe;;;
73SH5054;COTONIFICIO;;60.23 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;145-155GR/ML;;-;Hemd;Plain;;;
73SH5055;COTONIFICIO;;57.65 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;;;;-;Hemd;Plain;;;
73SH5056;COTONIFICIO;;85.65 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;145-155GR/ML;;-;Hemd;Plain;;;
73SH5057;COTONIFICIO;;41.36 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;145-155GR/ML;;-;Hemd;Plain;;;
73SH5058;COTONIFICIO;;55.69 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100%CO;282-298GR/ML;;-;Hemd;Plain;;;
73SH5059;COTONIFICIO;;62.95 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;282-298GR/ML;;-;Hemd;Plain;;;
73SH5060;COTONIFICIO;;61.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;282-298GR/ML;;-;Hemd;Plain;;;
73SH5061;COTONIFICIO;;74 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;160GR/ML;;-;Hemd;Plain;;;
73SH5062;COTONIFICIO;;60.55 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;SELECTION;100% CO;160GR/ML;;-;Hemd;Plain;;;
73SH5063;COTONIFICIO;;55.16 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;282-298GR/ML;;-;Hemd;Stripe;;;
73SH5064;COTONIFICIO;;60.95 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;282-298GR/ML;;-;Hemd;Stripe;;;
73SH5065;COTONIFICIO;;64.65 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;282-298GR/ML;;-;Hemd;Stripe;;;
73SH5066;COTONIFICIO;;55 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;160GR/ML;;-;Hemd;Stripe;;;
73SH5067;COTONIFICIO;;61.95 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;60%CO 28%PA 12%EA;145GR/ML;;-;Hemd;Plain;;;
73SH5068;COTONIFICIO;;63.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;61%CO 28%PA 11%EA;207-240GR/ML;;-;Hemd;Plain;;;
73SH5069;COTONIFICIO;;54.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;61%CO 28%PA 11%EA;207-240GR/ML;;-;Hemd;Plain;;;
73SH5070;COTONIFICIO;;72.91 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;89%CO 11%EA;251-285GR/ML;;-;Hemd;Plain;;;
73SH5071;COTONIFICIO;;73.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;89%CO 11%EA;251-285GR/ML;;-;Hemd;Plain;;;
73SH5072;COTONIFICIO;;62.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;61%CO 28%PA 11%EA;207-240GR/ML;;-;Hemd;Stripe;;;
73SH5073;COTONIFICIO;;62 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;61%CO 28%PA 11%EA;207-240GR/ML;;-;Hemd;Stripe;;;
73SH5074;COTONIFICIO;;63.4 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;61%CO 28%PA 11%EA;207-240GR/ML;;-;Hemd;Stripe;;;
73SH5075;COTONIFICIO;;58.69 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;61%CO 28%PA 11%EA;207-240GR/ML;;-;Hemd;Stripe;;;
73SH5076;COTONIFICIO;;76.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% LI;140GR/ML;;-;Hemd;Plain;;;
73SH5077;COTONIFICIO;;56.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% LI;180GR/ML;;-;Hemd;Stripe;;;
73SH5078;COTONIFICIO;;58.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% LI;180GR/ML;;-;Hemd;Stripe;;;
73SH5079;COTONIFICIO;;67.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100%CO;244-255GR/ML;;-;Hemd;Plain;;;
73SH5080;COTONIFICIO;;71.79 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100%CO;244-255GR/ML;;-;Hemd;Plain;;;
73SH5081;COTONIFICIO;;70.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100%CO;244-255GR/ML;;-;Hemd;Plain;;;
73SH5082;COTONIFICIO;;57.55 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% LI;180GR/ML;;-;Hemd;Stripe;;;
73SH5083;COTONIFICIO;;52.82 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;59%CO 41%LYOCELL;185-195GR/ML;;-;Hemd;Stripe;;;
73SH5084;COTONIFICIO;;58.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;59%CO 41%LYOCELL;185-195GR/ML;;-;Hemd;Stripe;;;
73SH5085;COTONIFICIO;;61.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;59%CO 41%LYOCELL;185-195GR/ML;;-;Hemd;Stripe;;;
73SH5086;COTONIFICIO;;59.08 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;59%CO 41%LYOCELL;185-195GR/ML;;-;Hemd;Stripe;;;
73SH5087;COTONIFICIO;;59.52 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;59%CO 41%LYOCELL;185-195GR/ML;;-;Hemd;Stripe;;;
73SH5088;COTONIFICIO;;58.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;59%CO 41%LYOCELL;180-195GR/ML;;-;Hemd;Stripe;;;
74SH4006;THOMAS MASON;Italy;253.33 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;117 g/m2;;-;Hemd;Plain;;;
74SH4007;THOMAS MASON;Italy;80.59 m;35 m;11/12/2025;MTM SH QS;PREMIUM;100%CO;160-178GR/ML;;-;Hemd;Plain;;;NO
74SH4008;THOMAS MASON;Italy;37.91 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;113 GR/MTQ;;-;Hemd;Plain;;;NO
74SH4023;THOMAS MASON;Italy;63.56 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;160-178GR/ML;;-;Hemd;Plain;;;NO
74SH4024;THOMAS MASON;Italy;61.69 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;160-178GR/ML;;-;Hemd;Stripe;;;NO
74SH4025;THOMAS MASON;Italy;40.92 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;163-175GR/ML;;-;Hemd;Stripe;;;NO
74SH4027;THOMAS MASON;Italy;39.33 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;163-175GR/ML;;-;Hemd;Stripe;;;NO
74SH4029;THOMAS MASON;Italy;35.74 m;240 m;26/03/2026;MTM SH QS;ELITE;100%CO;109 g/m2;;-;Hemd;Stripe;;;NO
74SH4031;THOMAS MASON;Italy;70.88 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;158-168GR/ML;;-;Hemd;Plain;;;NO
74SH4036;THOMAS MASON;Italy;255.12 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;133 g/m2;;-;Hemd;Plain;;;
74SH4037;THOMAS MASON;Italy;191.83 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;133 g/m2;;-;Hemd;Plain;;;
74SH4039;THOMAS MASON;Italy;191.31 m;120 m;22/12/2025;MTM SH QS;PREMIUM;100%CO;132 g/m2;;-;Hemd;Plain;;;
74SH4040;THOMAS MASON;Italy;110.13 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;132 g/m2;;-;Hemd;Plain;;;
74SH4041;THOMAS MASON;Italy;71.97 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100%CO;132 g/m2;;-;Hemd;Plain;;;
74SH4044;THOMAS MASON;Italy;42.65 m;206 m;17/11/2025;MTM SH QS;TBC;;;;-;Hemd;Plain;;;
74SH4536;THOMAS MASON;Italy;50.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;179-190GR/ML;;-;Hemd;Plain;;;NO
74SH4537;THOMAS MASON;Italy;60 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;160-178GR/ML;;-;Hemd;Plain;;;
74SH4539;THOMAS MASON;Italy;125.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;120GR/ML;;-;Hemd;Plain;;;
74SH4541;THOMAS MASON;Italy;64.64 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;120GR/ML;;-;Hemd;Plain;;;
74SH4542;THOMAS MASON;Italy;84.26 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;120GR/ML;;-;Hemd;Plain;;;
74SH4543;THOMAS MASON;Italy;74.6 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;120 GR/ML;;-;Hemd;Plain;;;
74SH4544;THOMAS MASON;Italy;64.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;120GR/ML;;-;Hemd;Plain;;;
74SH4545;THOMAS MASON;Italy;58.48 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;120GR/ML;;-;Hemd;Stripe;;;
74SH4546;THOMAS MASON;Italy;58.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;120GR/ML;;-;Hemd;Plain;;;
74SH4547;THOMAS MASON;Italy;66.05 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;ELITE;100% CO;162-176GR/ML;;-;Hemd;Stripe;;;
74SH4548;THOMAS MASON;Italy;62.47 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;158-168GR/ML;;-;Hemd;Check;;;
74SH4549;THOMAS MASON;Italy;71 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;158-168GR/ML;;-;Hemd;Check;;;
74SH4550;THOMAS MASON;Italy;59.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH QS;PREMIUM;100% CO;120GR/ML;;-;Hemd;Check;;;
C1;FORMENS;;494.4 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;;;;-;?;Lining;;;
C16;FORMENS;;274.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;;;;-;?;Lining;;;
C51;FORMENS;;585.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;60%AC 40%PL;;;-;?;Lining;;;
C53;FORMENS;;305.1 m;202.3 m;22/12/2025;MTM DBL QS;;;;;-;?;Lining;;;
C7;FORMENS;;149.2 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;;;;-;?;Lining;;;
DB_S1;FORMENS;;124.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100% VISCOSE SATIN;;;-;?;Lining;;;
DB_S11;FORMENS;;31.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S13;FORMENS;;34.6 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S14;FORMENS;;154.15 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S15;FORMENS;;150.85 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S16;FORMENS;;74.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S17;FORMENS;;37.25 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S18;FORMENS;;111.55 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S20;FORMENS;;124.15 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100% VISCOSE SATIN;;;-;?;Lining;;;
DB_S21;FORMENS;;115.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S22;FORMENS;;24.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S23;FORMENS;;44.04 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S24;FORMENS;;50.05 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S25;FORMENS;;63.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S27;FORMENS;;50.2 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S28;FORMENS;;11.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S3;FORMENS;;162.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S4;FORMENS;;26.15 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DB_S5;FORMENS;;65.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;100%VISCOSE SATIN;;;-;?;Lining;;;
DBL10;FORMENS;;343.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;VI 100%;;;-;?;Lining;;;
DBL102;FORMENS;;389.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;48% ACETATE 52% VISCOSE;110gr/ml;;-;?;Lining;;;
DBL104;FORMENS;;497.53 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;48% ACETATE 52% VISCOSE;110gr/ml;;-;?;Lining;;;
DBL11;FORMENS;;983.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM DBL QS;;VI 100%;;;-;?;Lining;;;
